outcode,latitude,longitude
WA10,53.45404008,-2.75567603
WA12,53.45393875,-2.633149787
WA14,53.38746371,-2.359671486
WA15,53.3842749,-2.325858602
WA16,53.30338079,-2.37155896
WA5,53.39874411,-2.63759972
WA6,53.27287013,-2.724119867
WA8,53.37252724,-2.741981498
WC1A,51.51720539,-0.124464186
WC1B,51.51909602,-0.126283778
WC1E,51.52159743,-0.132557975
WC1H,51.52644737,-0.126009179
WC1N,51.52265452,-0.119946797
WC1X,51.5259264,-0.115584562
WC2A,51.51607497,-0.114731514
WC2B,51.51495945,-0.120713108
WC2E,51.51205774,-0.123254888
WC2H,51.5133078,-0.127470436
WC2N,51.50943454,-0.124858071
WD17,51.66325175,-0.405413057
WD23,51.64518301,-0.360350022
WD24,51.6728917,-0.397958913
WD25,51.68649642,-0.387761888
WD5,51.70561,-0.419103982
WD6,51.65717588,-0.276098621
WD99,51.649586,-0.422427
WF11,53.71175655,-1.256109236
WF12,53.68329892,-1.620279169
WF14,53.67991079,-1.695438436
WF16,53.71017715,-1.670270412
WF5,53.68040318,-1.576495487
WF6,53.70023476,-1.41579527
WF8,53.68578258,-1.300583822
WF9,53.6063073,-1.320964256
WF90,53.668863,-1.526848
WN1,53.55291107,-2.628639097
WN2,53.5361547,-2.582561913
WN3,53.52915041,-2.645564692
WN6,53.57473578,-2.671726214
WN8,53.55304671,-2.76963277
WR5,52.17684366,-2.201434099
WR6,52.22892295,-2.373611262
WR78,52.197696,-2.223492
WR8,52.08052494,-2.204509539
WS1,52.57976233,-1.97873655
WS11,52.68896505,-2.018223035
WS14,52.66556779,-1.816012408
WS2,52.5890871,-2.004236725
WS3,52.61955061,-1.99208291
WS4,52.60629199,-1.959247463
WS6,52.65819622,-2.023129652
WS8,52.64729959,-1.933440849
WS9,52.60984473,-1.918837417
WV1,52.58654896,-2.116200655
WV12,52.60603027,-2.040494679
WV13,52.58516402,-2.058803855
WV15,52.51571791,-2.375698257
WV16,52.51225153,-2.439477205
WV2,52.5742414,-2.119666306
WV3,52.57918007,-2.155833731
WV4,52.56180097,-2.144304166
WV7,52.63585373,-2.27935599
WV9,52.63503212,-2.142500234
YO10,53.95056868,-1.058860992
YO11,54.26586638,-0.396932438
YO12,54.27343002,-0.424218636
YO14,54.19910788,-0.298365347
YO16,54.09564113,-0.201768286
YO18,54.2590842,-0.769198966
YO23,53.92386913,-1.123969651
YO25,54.00444714,-0.415745566
YO41,53.96990526,-0.901817053
YO42,53.92342941,-0.791095622
YO7,54.22551704,-1.350355664
YO8,53.78149496,-1.059849162
ZE1,60.15133417,-1.169713756
ZE3,59.88291433,-1.30418675
SK3,53.39831317,-2.172211078
SK5,53.43513311,-2.152761389
SK6,53.40558998,-2.081184444
SK7,53.36999758,-2.142937521
SK8,53.37993012,-2.209358724
SL0,51.52516808,-0.515965511
SL2,51.5352415,-0.605159503
SL4,51.47538668,-0.627135771
SL5,51.40540773,-0.663297946
SL6,51.52369403,-0.728487306
SL9,51.59717726,-0.555920994
SL95,51.497867,-0.532526
SM1,51.36652617,-0.192756239
SM3,51.37102382,-0.215656769
SM4,51.39320717,-0.199669244
SM7,51.32292642,-0.201320538
SN1,51.5566011,-1.780785337
SN10,51.33702657,-1.987371216
SN12,51.37229241,-2.137694963
SN14,51.4755582,-2.198109357
SN16,51.59321028,-2.089594022
SN25,51.59485241,-1.805813804
SN3,51.56234253,-1.745573626
SN5,51.56595732,-1.839668038
SN6,51.62160899,-1.742037165
SN7,51.64930918,-1.56590601
SN8,51.40660211,-1.686668971
SN99,51.55386383,-1.737090435
SO14,50.90804795,-1.396884339
SO15,50.91702434,-1.424576951
SO19,50.90230314,-1.354741621
SO23,51.06813523,-1.308920061
SO30,50.92019015,-1.307166887
SO31,50.86926969,-1.299127786
SO32,50.94983903,-1.202537046
SO41,50.75540242,-1.56678083
SO45,50.84734251,-1.394924267
SO50,50.96959924,-1.341398208
SO51,50.99520541,-1.505055036
SO52,50.97745777,-1.44412541
SO53,50.98578637,-1.38328537
SP1,51.07461074,-1.789717969
SP10,51.21116651,-1.484478369
SP11,51.22789975,-1.516452849
SP3,51.1016271,-2.009566415
SP5,51.02262224,-1.772581061
SP6,50.93657315,-1.802084231
SP7,51.00515287,-2.184297056
SP9,51.23265978,-1.66553234
SR2,54.88705305,-1.377324178
SR4,54.90046916,-1.425565762
SR5,54.92264219,-1.424052468
SR9,54.9116435,-1.41602025
SS0,51.54660759,0.688363169
SS1,51.53771,0.730324904
SS13,51.57504747,0.51037953
SS15,51.57724396,0.428877749
SS17,51.52197445,0.438178651
SS22,51.556985,0.706853
SS3,51.54305224,0.790561517
SS5,51.60798163,0.648009571
SS6,51.58835631,0.607684297
SS7,51.56249382,0.577630557
SS9,51.55466098,0.651015387
SS99,51.54718724,0.712503179
ST1,53.02713026,-2.173324063
ST13,53.10090985,-2.019638986
ST15,52.90015694,-2.149367561
ST16,52.81227519,-2.120096488
ST19,52.70972126,-2.148247683
ST20,52.79868859,-2.270990043
ST21,52.87113808,-2.267420333
ST3,52.98079764,-2.123054586
ST4,52.99532475,-2.185101561
ST7,53.08827416,-2.266487111
ST8,53.11538882,-2.168090156
SW12,51.44628264,-0.149275902
SW13,51.47591432,-0.244564409
SW15,51.45711111,-0.228297837
SW18,51.45064565,-0.191432156
SW1A,51.50368042,-0.133017842
SW1E,51.49789053,-0.139842732
SW1Y,51.50662514,-0.134825
SW2,51.449568,-0.119859821
SW20,51.41125926,-0.226527913
SW4,51.46106071,-0.136564418
SW9,51.46913879,-0.114026917
SW95,51.481036,-0.135779
SY1,52.72290635,-2.742015497
SY11,52.86918987,-3.031970717
SY15,52.55432974,-3.13238808
SY16,52.52073755,-3.312605408
SY17,52.51744833,-3.468695022
SY19,52.57867378,-3.635081722
SY20,52.61443657,-3.819491367
SY22,52.75675538,-3.188023345
SY23,52.38023943,-4.050493993
SY24,52.47286679,-4.021179629
SY3,52.69901752,-2.772205844
SY5,52.65193908,-2.831196987
SY6,52.5391457,-2.791248178
SY7,52.42590017,-2.887643238
SY99,52.71287767,-2.749553333
TA1,51.01591425,-3.106426144
TA10,51.03332737,-2.826392092
TA12,50.9747861,-2.773010969
TA14,50.94674821,-2.751831337
TA15,50.95115485,-2.719398962
TA16,50.90879532,-2.793468302
TA19,50.93456882,-2.915202164
TA22,51.0456177,-3.545437965
TA24,51.18228928,-3.510921077
TA3,50.99425969,-3.037746379
TA5,51.14627743,-3.105649813
TA6,51.12518417,-3.001411043
TA9,51.2258504,-2.956766585
TD10,55.71154529,-2.451609756
TD11,55.7877839,-2.314641093
TD14,55.86755655,-2.124037711
TD15,55.74867041,-2.013690886
TD2,55.73081817,-2.753733699
TD4,55.64239378,-2.672140787
TD7,55.53653428,-2.873253823
TD8,55.47556564,-2.542089007
TF11,52.66421782,-2.357859332
TF12,52.61211625,-2.481944716
TF2,52.7040471,-2.440324837
TF5,52.71704611,-2.538950336
TF6,52.73632784,-2.555321235
TF9,52.89701596,-2.471010213
TN10,51.21153956,0.28427113
TN12,51.17263062,0.44194913
TN13,51.27654171,0.184348253
TN19,51.00306773,0.407427404
TN20,51.01961126,0.252341427
TN21,50.95907912,0.263187357
TN22,50.9817534,0.099709057
TN23,51.13964919,0.858656837
TN29,50.99406388,0.932894435
TN30,51.06264089,0.696610019
TN33,50.91103588,0.475594427
TN34,50.86427794,0.581563525
TN36,50.92116171,0.699919311
TN37,50.87207982,0.557039479
TN39,50.84656613,0.452369651
TN4,51.14596179,0.255736185
TN40,50.8445943,0.481598458
TN7,51.09492097,0.103567653
TN8,51.19521905,0.077496548
TQ1,50.4731454,-3.524033413
TQ11,50.4816098,-3.783137252
TQ13,50.59448287,-3.718997426
TQ3,50.44376246,-3.57593842
TQ4,50.42398649,-3.571358475
TQ9,50.41735466,-3.691641699
TR1,50.26322236,-5.054519063
TR12,50.04343008,-5.180152712
TR16,50.23241368,-5.221030087
TR17,50.1253157,-5.470418862
TR18,50.11747693,-5.542566422
TR22,49.892473,-6.344819
TR27,50.18252256,-5.404071014
TR3,50.21715764,-5.111488575
TR4,50.28418648,-5.138483299
TR5,50.30965061,-5.194723561
TR9,50.41366826,-4.935961883
TR93,50.129377,-5.502804
TS1,54.57215556,-1.23958434
TS11,54.5876464,-1.027337142
TS14,54.53238578,-1.061812497
TS17,54.53696505,-1.30391873
TS18,54.56147969,-1.324609199
TS19,54.57678055,-1.342334015
TS2,54.58587955,-1.235868328
TS21,54.62821546,-1.428861864
TS22,54.62102892,-1.316262409
TS24,54.69624611,-1.21111096
TS25,54.66310576,-1.225351007
TS27,54.72418947,-1.290831335
TS28,54.72527684,-1.375049455
TS29,54.71085476,-1.420129505
TS3,54.56044427,-1.19692564
TS5,54.55079816,-1.252092627
TS6,54.56598407,-1.153682307
TS9,54.46618765,-1.164890605
TW1,51.45064237,-0.325885671
TW11,51.42651918,-0.332117188
TW12,51.42246509,-0.36976303
TW15,51.43072015,-0.457130589
TW17,51.39795488,-0.447910751
TW3,51.46818609,-0.363786775
TW4,51.46570786,-0.385982511
TW5,51.48154181,-0.384543145
TW9,51.46917965,-0.293346321
UB1,51.51470376,-0.373691598
UB11,51.51329356,-0.449845735
UB2,51.49958697,-0.379932389
UB4,51.52554673,-0.40828114
UB5,51.54332947,-0.376190844
UB6,51.53898617,-0.341390096
UB7,51.50461365,-0.469808411
UB8,51.53619252,-0.475781546
UB9,51.5850547,-0.492454327
W1A,51.51710344,-0.134390958
W1B,51.51429242,-0.140829541
W1C,51.51443159,-0.149372142
W1D,51.51349471,-0.132806689
W1F,51.51348843,-0.136391443
W1U,51.51865294,-0.153466302
W5,51.51293507,-0.302634348
W7,51.51182769,-0.335851434
WA1,53.39425259,-2.571709818
WA11,53.4778887,-2.719966011
WA13,53.38220567,-2.470534974
WA2,53.41041309,-2.581543653
WA3,53.45568858,-2.547847576
WA4,53.36622217,-2.577259426
WA55,53.39032511,-2.607393971
WA7,53.3303483,-2.704249057
WA88,53.367989,-2.768674
WA9,53.43624248,-2.718954199
WC1R,51.519434,-0.116202765
WC1V,51.51782863,-0.117276552
WC2R,51.51161447,-0.119128372
WD18,51.64984858,-0.415043752
WD19,51.6311076,-0.390915899
WD3,51.64622448,-0.482302584
WD4,51.70934527,-0.457084551
WD7,51.6864608,-0.310848248
WF1,53.68665378,-1.493744798
WF10,53.72403121,-1.346171721
WF13,53.69227666,-1.646540911
WF15,53.70828726,-1.700364726
WF17,53.71891283,-1.642381413
WF2,53.67256779,-1.512014307
WF3,53.7238509,-1.525466058
WF4,53.64736692,-1.519801462
WF7,53.6669867,-1.35232467
WN4,53.49377518,-2.64430401
WN5,53.53197413,-2.687028457
WN7,53.49801402,-2.517906721
WR1,52.1970441,-2.219443991
WR10,52.1147081,-2.066088628
WR11,52.09549911,-1.929795937
WR12,52.04168726,-1.872897337
WR13,52.09406642,-2.343759986
WR14,52.11409114,-2.320582821
WR15,52.30547122,-2.5691353
WR2,52.18926506,-2.245382233
WR3,52.21672185,-2.213095455
WR4,52.20547173,-2.186690181
WR7,52.19756345,-2.056107818
WR9,52.26806152,-2.158734801
WR99,52.2025644,-2.1881344
WS10,52.56053318,-2.022369342
WS12,52.70604505,-2.002403673
WS13,52.69190639,-1.820968193
WS15,52.75880132,-1.918661233
WS5,52.56652714,-1.958587649
WS7,52.68011408,-1.919255952
WV10,52.61904114,-2.113126466
WV11,52.61037261,-2.072237138
WV14,52.55731209,-2.079362034
WV5,52.53381801,-2.210027944
WV6,52.59695035,-2.181256827
WV8,52.62549617,-2.186962604
YO1,53.95870655,-1.083062794
YO13,54.28791246,-0.50021231
YO15,54.09426471,-0.177808279
YO17,54.1368839,-0.755647854
YO19,53.90739051,-1.020405173
YO21,54.4770344,-0.712189342
YO22,54.45101511,-0.62284871
YO24,53.94614726,-1.116761673
YO26,53.97465829,-1.172541136
YO30,53.98658692,-1.115765832
YO31,53.96985876,-1.064787629
YO32,54.0117961,-1.059712819
YO43,53.84903731,-0.683729722
YO51,54.08970623,-1.394644751
YO60,54.08656262,-0.940465049
YO61,54.11818654,-1.196955307
YO62,54.24669248,-0.993785232
YO90,53.95979218,-1.090448636
YO91,53.977726,-1.066803857
ZE2,60.32174344,-1.227692322
